id,title,context,question,answers
5727dd9c4b864d1900163f1337,ia,"Ya en la década de 1940, los matemáticos Norbert Wiener y John von Neumann, estaban trabajando en la teoría de los sistemas y la computación que sentaron las bases para la I.A. que posteriormente McCarthy definiría como ""la ciencia y la ingeniería de hacer máquinas inteligentes, especialmente programas de computadora inteligentes"".Otra influencia y fuente de inspiración para esta tecnología se encuentra en la ciencia ficción. Los robots y las máquinas inteligentes aparecieron por primera vez en la literatura y el cine en la década de 1920, y estos conceptos se han convertido en elementos básicos de la cultura popular.Algunas tecnologías con inteligencia existen desde hace más de 50 años, pero los avances en la potencia informática, la disponibilidad de enormes cantidades de datos y los nuevos algoritmos han permitido que se den grandes avances en este campo en los últimos años.En la actualidad, la inteligencia artificial se ha convertido en una de las tecnologías más disruptivas y que más atención despierta. El ritmo al que se suceden los modelos, cada vez más potentes, se está acelerando y tanto las posibilidades como los potenciales peligros de su uso están generando debate tanto entre la comunidad científica como en las instancias políticas.",¿Quienes estaban trabajando en la teoría de los sistemas?,"{'answer_start': [25], 'text': ['los matemáticos Norbert Wiener y John von Neumann']}"
5727dd9c4b864d1900163f338,etica2,"Destaca la importancia de los valores, principios y normas éticas en el trabajo de los profesionales de TI.","¿Cuál es el énfasis dado a los valores, principios y normas éticas en la actividad profesional de los especialistas en TI?","{'answer_start': [1], 'text': ['Destaca la importancia']}"
5727dd9c4b864d1900163f359,etica2,"Identifica y analiza los principales cuestionamientos éticos que pueden surgir en el ejercicio de la profesión de TI.
Ejemplos de cuestionamientos pueden incluir la privacidad de los datos, la seguridad de la información, la responsabilidad en el desarrollo de tecnologías, la equidad en el acceso a la tecnología, entre otros.",¿Cuáles son algunos casos que ilustran posibles cuestionamientos éticos en el campo de la tecnología de la información?,"{'answer_start': [161], 'text': ['la privacidad de los datos, la seguridad de la información, la responsabilidad en el desarrollo de tecnologías, la equidad en el acceso a la tecnología, entre otros.']}"
5727dd9c4b864d1900163f1240,hvpin1,"No olvidar que, el tamaño del archivo en el EVA es máximo 2MB sugerido en bytes para evitar inconvenientes al momento de su entrega en EVA-UNL.",¿Qué medida se debe tomar en cuenta en relación con el tamaño de los archivos para evitar problemas al cargarlos en EVA-UNL?,"{'answer_start': [16], 'text': ['el tamaño del archivo en el EVA es máximo 2MB sugerido en bytes para evitar inconvenientes']}"
5727dd9c4b864d1900163f839,TIC,"Marco teórico: Contiene los antecedentes, las bases teóricas y los estudios empíricos. Se desarrolla de lo general a lo particular.",¿Qué diferencia al marco teórico de otras secciones del informe?,"{'answer_start': [15], 'text': ['Contiene los antecedentes, las bases teóricas y los estudios empíricos. Se desarrolla de lo general a lo particular']}"
5727dd9c4b864d1900163f495,etica2,Herramientas y enfoques para abordar los cuestionamientos éticos,¿Cómo se abordan los dilemas éticos y morales utilizando las herramientas y enfoques descritos en el texto?,"{'answer_start': [1], 'text': ['Herramientas y enfoques']}"
5727dd9c4b864d1900163f239,etica1,"A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.Tema central: Coloca en el centro del mapa mental el tema ""Estudiantes universitarios"" y dibuja un círculo o una imagen representativa.",¿Qué título se asigna a la actividad?,"{'answer_start': [1], 'text': ['A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.']}"
5727dd9c4b864d1900163f910,TIC,Bibliografía: Debe citarse en orden alfabético. Contiene las referencias bibliográficas de los documentos utilizados en la investigación.,"¿Qué diferencias existen entre la sección de bibliografía y otras secciones de referencia, como las notas al pie de página o las citas en el texto?","{'answer_start': [14], 'text': ['Debe citarse en orden alfabético. Contiene las referencias bibliográficas de los documentos utilizados en la investigación']}"
5727dd9c4b864d1900163f166,etica1,"Recuerda que el mapa mental es una herramienta visual para organizar ideas y conceptos. No hay una estructura fija, por lo que puedes adaptarla a tu propio estilo y preferencias.",¿Cuál es la finalidad principal del mapa mental?,"{'answer_start': [59], 'text': ['Organizar ideas y conceptos']}"
5727dd9c4b864d1900163f615,etica2,"A.A. Mapa Mental: Control de Lectura Cap. 02 Ethics and Technology
Tema central: Coloca en el centro del mapa mental el tema ""Estudiantes universitarios"" y dibuja un círculo o una imagen representativa.",¿Cuál es la mejor manera de visualizar el tema principal en el centro del mapa mental?,"{'answer_start': [162], 'text': ['un círculo o una imagen representativa.']}"
5727dd9c4b864d1900163f214,etica1,"Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área",¿Qué representan las ramificaciones secundarias en términos de contenido dentro del mapa mental?,"{'answer_start': [110], 'text': ['subtemas o aspectos específicos de cada área']}"
5727dd9c4b864d1900163f776,TIC,"Establecer un estándar para la presentación de trabajos de integración curricular y de titulación, proporcionando directrices claras para orientar a los estudiantes universitarios en la entrega de sus trabajos.",¿Qué se busca establecer a través de la guía que se menciona?,"{'answer_start': [1], 'text': ['Establecer un estándar para la presentación de trabajos de integración curricular y de titulación']}"
5727dd9c4b864d1900163f417,etica2,"En cuanto a las citas para guiar el desarrollo del ensayo, aquí tienes algunas sugerencias de referencias académicas y recursos relacionados con la ética y moral profesional, así como la ética del profesional de TI:
Floridi, L. (2010). Information: A very short introduction. Oxford University Press.
Johnson, D. G. (2018). Computer ethics. In The Stanford Encyclopedia of Philosophy (Fall 2018 Edition). Retrieved from https://plato.stanford.edu/entries/ethics-computer/","¿Cuál es el nombre del autor y el título del libro que constituye la segunda sugerencia de referencia académica para el desarrollo del ensayo, según se menciona en el texto?","{'answer_start': [301], 'text': ['Johnson, D. G. (2018). Computer ethics']}"
5727dd9c4b864d1900163f1157,hvpin1,Debe entregarse un único archivo bien sea: .pdf o .doc.,¿Qué extensiones de archivo son aceptables para la entrega de la tarea asignada?,"{'answer_start': [43], 'text': ['.pdf o .doc']}"
5727dd9c4b864d1900163f1147,hvpin1,Utilice el ejemplo de clasificación de números o dígitos del 0 al 9.,¿Cuál es el caso práctico que se debe investigar en el marco de la tarea asignada?,"{'answer_start': [8], 'text': ['El ejemplo de clasificación de números o dígitos del 0 al 9']}"
5727dd9c4b864d1900163f91,etica1,"Recuerda que el mapa mental es una herramienta visual para organizar ideas y conceptos. No hay una estructura fija, por lo que puedes adaptarla a tu propio estilo y preferencias.",¿Qué caracteriza a un mapa mental según la información proporcionada?,"{'answer_start': [31], 'text': ['una  herramienta visual para organizar ideas y conceptos']}"
5727dd9c4b864d1900163f766,ia,"Algunas tecnologías con inteligencia existen desde hace más de 50 años, pero los avances en la potencia informática, la disponibilidad de enormes cantidades de datos y los nuevos algoritmos han permitido que se den grandes avances en este campo en los últimos años.En la actualidad, la inteligencia artificial se ha convertido en una de las tecnologías más disruptivas y que más atención despierta. ",¿Cómo se ha transformado la percepción y el uso de la Inteligencia Artificial en la era moderna?,"{'answer_start': [310], 'text': ['se ha convertido en una de las tecnologías más disruptivas y que más atención despierta']}"
5727dd9c4b864d1900163f261,etica2,"A.A.Ensayo Cuestionamientos de la Ética y Moral profesional.
1. Introducción:
2. Definición de ética y moral profesional:
3. Cuestionamientos éticos en el ámbito profesional de TI:
4. Impacto de los cuestionamientos éticos en la sociedad y los individuos:
5. Herramientas y enfoques para abordar los cuestionamientos éticos:
6. Reflexiones y conclusiones:",¿Cuál es el foco temático del ensayo?,"{'answer_start': [11], 'text': ['Cuestionamiento de la ética y Moral profesional.']}"
5727dd9c4b864d1900163f271,etica2,"A.A.Ensayo Cuestionamientos de la Ética y Moral profesional.
1. Introducción:
2. Definición de ética y moral profesional:
3. Cuestionamientos éticos en el ámbito profesional de TI:
4. Impacto de los cuestionamientos éticos en la sociedad y los individuos:
5. Herramientas y enfoques para abordar los cuestionamientos éticos:
6. Reflexiones y conclusiones:",¿Qué cantidad de secciones conforman el tema central?,"{'answer_start': [325], 'text': ['6']}"
5727dd9c4b864d1900163f1308,etica21,"Conclusiones y recomendaciones: Llegando al final de nuestra discusión, los invito a realizar una conclusión personal sobre los cuestionamientos de la moral y la ética profesional.",¿Cuál es la sugerencia para abordar en la sección de conclusiones y recomendaciones?,"{'answer_start': [94], 'text': ['Una conclusión personal sobre los cuestionamientos de la moral y la ética profesional']}"
5727dd9c4b864d1900163f873,TIC,Discusión: Verifica las hipótesis de investigación. Evalúa las limitaciones o plantea proyecciones para el estudio.,¿Cuál es la importancia de proyectar futuras investigaciones en la sección de discusión?,"{'answer_start': [11], 'text': ['Verifica las hipótesis de investigación. Evalúa las limitaciones o plantea proyecciones para el estudio']}"
5727dd9c4b864d1900163f1040,hvpin1,Los atrasos en la presentación de tareas enviadas tendrán una calificación de 0 (cero).,¿Cuál es el castigo por no cumplir con la fecha límite de entrega de la tarea?,"{'answer_start': [50], 'text': ['Tendrán una calificación de 0 (cero)']}"
5727dd9c4b864d1900163f257,etica1,"1. Tema central: Coloca en el centro del mapa mental el tema ""Estudiantes universitarios"" y dibuja un círculo o una imagen representativa.
2. Ramas principales
3. Ramificaciones secundarias
4. Detalles y conexiones
5. Expansión y personalización",¿Cuántas secciones se mencionan como parte del tema principal?,"{'answer_start': [215], 'text': ['5']}"
5727dd9c4b864d1900163f279,etica2,"A.A.Ensayo Cuestionamientos de la Ética y Moral profesional.
1. Introducción:
2. Definición de ética y moral profesional:
3. Cuestionamientos éticos en el ámbito profesional de TI:
4. Impacto de los cuestionamientos éticos en la sociedad y los individuos:
5. Herramientas y enfoques para abordar los cuestionamientos éticos:
6. Reflexiones y conclusiones:",¿Cuántas secciones se detallan dentro del tema principal?,"{'answer_start': [325], 'text': ['6']}"
5727dd9c4b864d1900163f477,etica2,"Define los conceptos de ética y moral, y explora cómo se aplican al ámbito profesional de TI.
Destaca la importancia de los valores, principios y normas éticas en el trabajo de los profesionales de TI.","¿Cuáles son los valores y principios éticos que se espera que guíen el comportamiento de los profesionales de TI, como se menciona en el pasaje proporcionado?","{'answer_start': [120], 'text': ['Los valores, principios y normas éticas']}"
5727dd9c4b864d1900163f880,TIC,"Conclusiones: Expresan un hallazgo importante de los resultados de la investigación. Deben ser: relevantes, concisas y válidas.",¿Cuáles son los objetivos principales de incluir una sección de conclusiones en un informe académico?,"{'answer_start': [14], 'text': ['Expresan un hallazgo importante de los resultados de la investigación. Deben ser: relevantes, concisas y válidas']}"
5727dd9c4b864d1900163f1087,hvpin1,Objetivo: Aplicar visión por computador a un escenario de clasificación de números a través de librerías de visión por computador.,¿Cuál es el objetivo de la tarea?,"{'answer_start': [10], 'text': ['Aplicar visión por computador a un escenario de clasificación de números a través de librerías de visión por computador']}"
5727dd9c4b864d1900163f657,etica2,"Detalles y conexiones: En cada rama y ramificación, agrega detalles adicionales, palabras clave o ideas relacionadas. Puedes utilizar colores, íconos o líneas para resaltar conexiones y relaciones entre diferentes elementos del mapa mental.",¿Qué tipo de información se espera que se incluya en cada rama del mapa mental?,"{'answer_start': [81], 'text': ['palabras clave, ideas relacionadas']}"
5727dd9c4b864d1900163f256,etica1,"1. Tema central: Coloca en el centro del mapa mental el tema ""Estudiantes universitarios"" y dibuja un círculo o una imagen representativa.
2. Ramas principales
3. Ramificaciones secundarias
4. Detalles y conexiones
5. Expansión y personalización",¿Qué cantidad de secciones se enumeran en relación con el tema central?,"{'answer_start': [215], 'text': ['5']}"
5727dd9c4b864d1900163f240,etica1,"A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.Tema central: Coloca en el centro del mapa mental el tema ""Estudiantes universitarios"" y dibuja un círculo o una imagen representativa.",¿Cuál es el nombre que se le da a la actividad en cuestión?,"{'answer_start': [1], 'text': ['A.A. Mapa Mental: Control de Lectura Cap. 01 Ethics and Technology.']}"
5727dd9c4b864d1900163f693,etica 3,"Recuerda que el mapa mental es una herramienta visual para organizar ideas y conceptos. No hay una estructura fija, por lo que puedes adaptarla a tu propio estilo y preferencias.",¿Para qué se emplea principalmente la herramienta de un mapa mental en la gestión y visualización de información?,"{'answer_start': [54], 'text': ['para organizar ideas y conceptos']}"
5727dd9c4b864d1900163f847,TIC,"Metodología: Debe estar redactada en pasado e impersonal. Abarca tres aspectos: área de estudio, procedimiento, procesamiento y análisis de datos.",¿Cuál es la estructura básica que debe seguir la sección de metodología en un trabajo académico?,"{'answer_start': [13], 'text': ['Debe estar redactada en pasado e impersonal. Abarca tres aspectos: área de estudio, procedimiento, procesamiento y análisis de datos']}"
5727dd9c4b864d1900163f1096,hvpin1,Objetivo: Aplicar visión por computador a un escenario de clasificación de números a través de librerías de visión por computador.,¿Qué objetivo específico se debe cumplir al realizar la tarea mencionada?,"{'answer_start': [10], 'text': ['Aplicar visión por computador a un escenario de clasificación de números a través de librerías de visión por computador']}"
5727dd9c4b864d1900163f998,hvpin1,"No olvidar que, el tamaño del archivo en el EVA es máximo 2MB sugerido en bytes para evitar inconvenientes al momento de su entrega en EVA-UNL.",¿Qué tamaño de archivo se recomienda como máximo al cargar documentos en EVA-UNL?,"{'answer_start': [58], 'text': ['2MB']}"
5727dd9c4b864d1900163f943,TIC,"La autoría implica que cualquier problema legal que surja del contenido del informe, incluyendo el plagio, sería responsabilidad del autor (el estudiante), no de la universidad (UNL) o sus representantes.","¿Cuál es el individuo responsable si surge alguna cuestión legal derivada del contenido del informe, como el plagio?","{'answer_start': [82], 'text': ['del autor (el estudiante)']}"
5727dd9c4b864d1900163f969,hvpin1,"La tarea descrita deberá realizarla mediante el uso de librerías de visión por computador, al finalizar enviarla al EVA-UNL hasta las 23:59 pm del día Lunes 13 de Noviembre de 2023.",¿Para cuándo se debe completar la entrega del trabajo?,"{'answer_start': [151], 'text': ['Lunes 13 de Noviembre de 2023']}"
5727dd9c4b864d1900163f63,etica1,"Tema central: Coloca en el centro del mapa mental el tema ""Estudiantes universitarios"" y dibuja un círculo o una imagen representativa.",¿Cuál es el tema que representa el círculo central en el mapa mental?,"{'answer_start': [1], 'text': ['tema central']}"
5727dd9c4b864d1900163f871,TIC,Discusión: Verifica las hipótesis de investigación. Evalúa las limitaciones o plantea proyecciones para el estudio.,¿Cómo se relacionan los resultados obtenidos con las hipótesis planteadas en la discusión del informe?,"{'answer_start': [11], 'text': ['Verifica las hipótesis de investigación. Evalúa las limitaciones o plantea proyecciones para el estudio']}"
5727dd9c4b864d1900163f1409,securityPractica11,Objetivo general: Evaluar la seguridad de una aplicación web.,¿Cuál es el objetivo general de la práctica?,"{'answer_start': [18], 'text': ['Evaluar la seguridad de una aplicación web']}"
5727dd9c4b864d1900163f553,etica2,"Destaca la importancia de los valores, principios y normas éticas en el trabajo de los profesionales de TI",¿Qué se resalta como crítico para el desempeño efectivo de los profesionales de TI?,"{'answer_start': [30], 'text': ['valores, principios y normas éticas en el trabajo de los profesionales de TI']}"
5727dd9c4b864d1900163f1144,hvpin1,Utilice el ejemplo de clasificación de números o dígitos del 0 al 9.,¿Qué instancia práctica se espera utilizar como referencia en el análisis requerido?,"{'answer_start': [8], 'text': ['El ejemplo de clasificación de números o dígitos del 0 al 9']}"
5727dd9c4b864d1900163f1239,hvpin1,"No olvidar que, el tamaño del archivo en el EVA es máximo 2MB sugerido en bytes para evitar inconvenientes al momento de su entrega en EVA-UNL.",¿Cuál es la limitación de tamaño que se aplica a los archivos que se envían a través de EVA-UNL?,"{'answer_start': [16], 'text': ['el tamaño del archivo en el EVA es máximo 2MB sugerido en bytes para evitar inconvenientes']}"
5727dd9c4b864d1900163f1343,qualityLab3,"La aplicación debe permitir la ejecución de diversas técnicas de pruebas, entre las principales: Particiones de equivalencia Análisis de valores límite. Pruebas de tablas de decisión. Pruebas de transición de estado. Prueba y cobertura de sentencia. Prueba y cobertura de decisión.",¿Qué técnicas de pruebas debe soportar la aplicación según el contexto?,"{'answer_start': [97], 'text': ['Particiones de equivalencia Análisis de valores límite. Pruebas de tablas de decisión. Pruebas de transición de estado. Prueba y cobertura de sentencia. Prueba y cobertura de decisión']}"
5727dd9c4b864d1900163f1322,etica21,¿Cómo han evolucionado sus perspectivas sobre la moral y la ética en el ámbito laboral a lo largo de esta discusión?,¿Cuál es una de las preguntas planteadas en la sección de conclusiones y recomendaciones?,"{'answer_start': [0], 'text': ['¿Cómo han evolucionado sus perspectivas sobre la moral y la ética en el ámbito laboral a lo largo de esta discusión?']}"
5727dd9c4b864d1900163f897,TIC,Recomendaciones: Están dirigidas a proporcionar sugerencias a la luz de los resultados. Medidas que deberían tomarse a partir de las conclusiones obtenidas.,¿Qué diferencias existen entre las secciones de conclusiones y recomendaciones en un informe de investigación?,"{'answer_start': [17], 'text': ['Están dirigidas a proporcionar sugerencias a la luz de los resultados. Medidas que deberían tomarse a partir de las conclusiones obtenidas']}"
5727dd9c4b864d1900163f962,hvpin1,Trabajo Aprendizaje Autónomo # 1: Tema: Revisión de librerías de visión por computador para ejemplo de clasificación de Dígitos. Fecha: 09 de Noviembre de 2023,¿Qué se examina en el primer Trabajo de Aprendizaje Autónomo?,"{'answer_start': [40], 'text': ['Revisión de librerías de visión por computador para ejemplo de clasificación de Dígitos']}"
5727dd9c4b864d1900163f78,etica1,"Ramificaciones secundarias: A partir de cada rama principal, traza ramificaciones secundarias que representen subtemas o aspectos específicos de cada área.",¿Qué se espera que representen las ramificaciones secundarias en el mapa mental?,"{'answer_start': [110], 'text': ['subtemas o aspectos específicos']}"
5727dd9c4b864d1900163f579,etica2,"Impacto de los cuestionamientos éticos en la sociedad y los individuos:
Examina cómo los cuestionamientos éticos en el ámbito profesional de TI pueden afectar a la sociedad en general y a los individuos.",¿Cuáles son los elementos que se deben explorar al considerar cómo los dilemas éticos en TI afectan tanto a la sociedad en general como a los individuos?,"{'answer_start': [72], 'text': ['Examina cómo los cuestionamientos éticos en el ámbito profesional de TI pueden afectar a la sociedad en general y a los individuos.']}"
5727dd9c4b864d1900163f439,etica2,"A.A.Ensayo Cuestionamientos de la Ética y Moral profesional.
1. Introducción:
2. Definición de ética y moral profesional:
3. Cuestionamientos éticos en el ámbito profesional de TI:
4. Impacto de los cuestionamientos éticos en la sociedad y los individuos:
5. Herramientas y enfoques para abordar los cuestionamientos éticos:
6. Reflexiones y conclusiones:",¿Qué partes esenciales se mencionan como necesarias para el ensayo en base a las instrucciones proporcionadas?,"{'answer_start': [64], 'text': ['Introducción, definición de ética y moral profesional, cuestionamientos éticos en TI, impacto de los cuestionamientos, herramientas y enfoques, reflexiones y conclusiones']}"
5727dd9c4b864d1900163f386,etica2,"Examina cómo los cuestionamientos éticos en el ámbito profesional de TI pueden afectar a la sociedad en general y a los individuos.
Reflexiona sobre las posibles consecuencias negativas de la falta de ética y moral en el trabajo de los profesionales de TI.","¿Qué se propone reflexionar sobre las implicaciones negativas de la carencia de ética y moral en el desempeño de los profesionales de TI, de acuerdo con la información proporcionada?","{'answer_start': [143], 'text': ['sobre las posibles consecuencias negativas']}"
5727dd9c4b864d1900163f724,etica 3,"Expansión y personalización: Si lo deseas, puedes expandir aún más el mapa mental agregando subramas o detalles adicionales a medida que exploras cada tema en más profundidad. Personaliza el mapa mental de acuerdo con tus propias experiencias y necesidades como estudiante universitario.",¿Qué estrategias pueden emplearse para conectar las experiencias personales con el mapa mental recomendado?,"{'answer_start': [176], 'text': ['Personaliza el mapa mental de acuerdo con tus propias experiencias y necesidades']}"
5727dd9c4b864d1900163f433,etica2,"En cuanto a las citas para guiar el desarrollo del ensayo, aquí tienes algunas sugerencias de referencias académicas y recursos relacionados con la ética y moral profesional, así como la ética del profesional de TI:
Floridi, L. (2010). Information: A very short introduction. Oxford University Press.
Johnson, D. G. (2018). Computer ethics. In The Stanford Encyclopedia of Philosophy (Fall 2018 Edition). Retrieved from https://plato.stanford.edu/entries/ethics-computer/","¿Cuál es el enfoque temático de la referencia académica mencionada que se publicó en 2018, de acuerdo con la información proporcionada en el pasaje?","{'answer_start': [324], 'text': ['Computer ethics']}"
5727dd9c4b864d1900163f999,hvpin1,Realice el análisis y revisión de dos librerías aplicadas a un ejemplo de visión por computación. Utilice el ejemplo de clasificación de números o dígitos del 0 al 9.,¿Qué se debe hacer en las actividades por realizar?,"{'answer_start': [11], 'text': ['Análisis y revisión de dos librerías aplicadas a un ejemplo de visión por computación']}"
5727dd9c4b864d1900163f1044,hvpin1,"La tarea será presentada de forma individual, aquellas que tengan indicios de copia o plagio tendrán una calificación equivalente a 0 (cero).",¿Cuál es la consecuencia de identificar plagio en la tarea?,"{'answer_start': [93], 'text': ['Tendrán una calificación equivalente a 0 (cero)']}"
5727dd9c4b864d1900163f754,ia,"Ya en la década de 1940, los matemáticos Norbert Wiener y John von Neumann, estaban trabajando en la teoría de los sistemas y la computación que sentaron las bases para la I.A. que posteriormente McCarthy definiría como ""la ciencia y la ingeniería de hacer máquinas inteligentes, especialmente programas de computadora inteligentes"".Otra influencia y fuente de inspiración para esta tecnología se encuentra en la ciencia ficción. Los robots y las máquinas inteligentes aparecieron por primera vez en la literatura y el cine en la década de 1920, y estos conceptos se han convertido en elementos básicos de la cultura popular.",¿Dónde y cuándo se originaron los primeros relatos sobre robots y máquinas inteligentes?,"{'answer_start': [469], 'text': ['aparecieron por primera vez en la literatura y el cine en la década de 1920']}"
